,founding_year,founders_count,initial_funding_usd,total_funding_usd,revenue_last_year_usd,employee_count,burn_rate_usd,years_operated,customer_rating,status,industry_ai,industry_e commerce,industry_ecommerce,industry_ed-tech,industry_edtech,industry_energy,industry_fintech,industry_foodtech,industry_health tech,industry_healthtech,industry_realestate,industry_saas,industry_transport,industry_travel,country_Canada,country_Germany,country_India,country_U.S.A,country_Uk,country_Usa,market_competition_Low,market_competition_Medium,profit_ratio,funding_per_employee
269,2011,5.0,50000.0,1000000.0,534934.0,120.0,150000.0,13,4.5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,0.534934,8333.333333333334
270,2018,3.0,50000.0,1000000.0,0.0,25.0,90000.0,2,1.5,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,40000.0
271,2014,3.0,300000.0,5000000.0,0.0,5.0,90000.0,4,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,0.0,1000000.0
272,2018,3.0,1500000.0,12000000.0,534934.0,120.0,300000.0,15,3.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0.04457783333333333,100000.0
273,2018,2.0,800000.0,1000000.0,688189.0,25.0,300000.0,9,3.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.688189,40000.0
274,2023,4.0,300000.0,200000.0,10882039.0,25.0,150000.0,7,3.0,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,54.410195,8000.0
275,2013,2.0,300000.0,1000000.0,0.0,120.0,150000.0,13,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,8333.333333333334
276,2021,2.0,50000.0,1000000.0,3480804.0,3.0,40000.0,8,1.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,3.480804,333333.3333333333
277,2021,3.0,100000.0,12000000.0,11603968.125,300.0,40000.0,12,1.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.96699734375,40000.0
278,2022,3.0,1500000.0,200000.0,534934.0,120.0,150000.0,14,3.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,2.67467,1666.6666666666667
279,2020,4.0,300000.0,200000.0,0.0,3.0,150000.0,9,3.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,66666.66666666667
280,2014,1.0,1500000.0,12000000.0,0.0,300.0,90000.0,4,2.3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,40000.0
281,2011,2.0,1500000.0,1000000.0,11603968.125,300.0,150000.0,14,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.603968125,3333.3333333333335
282,2019,1.0,1500000.0,1000000.0,9613705.0,3.0,40000.0,9,3.8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,9.613705,333333.3333333333
283,2010,2.0,100000.0,12000000.0,0.0,50.0,300000.0,5,3.8,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,0.0,240000.0
284,2023,3.0,300000.0,1000000.0,0.0,300.0,90000.0,12,3.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,0.0,3333.3333333333335
285,2022,3.0,50000.0,1000000.0,0.0,3.0,40000.0,13,2.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0.0,333333.3333333333
286,2022,3.0,800000.0,1000000.0,534934.0,3.0,90000.0,3,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,0.534934,333333.3333333333
287,2016,3.0,300000.0,5000000.0,11603968.125,3.0,40000.0,6,2.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.320793625,1666666.6666666667
288,2011,4.0,300000.0,200000.0,0.0,10.0,150000.0,14,3.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,20000.0
289,2022,1.0,50000.0,1000000.0,534934.0,3.0,150000.0,10,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,0.534934,333333.3333333333
290,2023,2.0,100000.0,12000000.0,8815665.0,25.0,90000.0,1,4.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.73463875,480000.0
291,2018,3.0,50000.0,5000000.0,11464206.0,300.0,40000.0,4,3.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,2.2928412,16666.666666666668
292,2014,1.0,300000.0,200000.0,0.0,120.0,90000.0,1,3.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,1666.6666666666667
293,2023,5.0,800000.0,1000000.0,534934.0,25.0,150000.0,15,2.3,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.534934,40000.0
294,2015,4.0,300000.0,5000000.0,11603968.125,3.0,300000.0,5,3.8,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,2.320793625,1666666.6666666667
295,2014,2.0,300000.0,1000000.0,11603968.125,10.0,40000.0,5,3.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.603968125,100000.0
296,2017,5.0,50000.0,200000.0,11603968.125,120.0,150000.0,3,2.3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,58.019840625,1666.6666666666667
297,2018,2.0,300000.0,1000000.0,534934.0,3.0,300000.0,9,3.0,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.534934,333333.3333333333
298,2019,2.0,100000.0,200000.0,534934.0,5.0,40000.0,5,3.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,2.67467,40000.0
299,2011,2.0,100000.0,200000.0,0.0,120.0,300000.0,12,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,1666.6666666666667
300,2015,3.0,100000.0,200000.0,11603968.125,25.0,150000.0,14,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,58.019840625,8000.0
301,2011,1.0,300000.0,200000.0,534934.0,25.0,40000.0,11,4.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,2.67467,8000.0
302,2010,3.0,100000.0,1000000.0,11603968.125,5.0,150000.0,7,2.3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,11.603968125,200000.0
303,2022,3.0,1500000.0,200000.0,534934.0,5.0,300000.0,4,4.5,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.67467,40000.0
304,2023,3.0,800000.0,5000000.0,0.0,50.0,90000.0,10,4.5,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,0.0,100000.0
305,2015,3.0,300000.0,1000000.0,11603968.125,25.0,90000.0,13,2.3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,11.603968125,40000.0
306,2021,3.0,300000.0,12000000.0,534934.0,50.0,90000.0,2,3.8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,0.04457783333333333,240000.0
307,2019,3.0,100000.0,5000000.0,0.0,10.0,150000.0,4,3.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,500000.0
308,2012,4.0,300000.0,12000000.0,5744829.0,5.0,150000.0,9,4.5,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0.47873575,2400000.0
309,2022,3.0,50000.0,1000000.0,0.0,25.0,90000.0,13,3.8,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,40000.0
310,2011,5.0,800000.0,1000000.0,11603968.125,120.0,40000.0,9,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,11.603968125,8333.333333333334
311,2022,3.0,100000.0,5000000.0,534934.0,120.0,150000.0,8,2.3,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.1069868,41666.666666666664
312,2020,4.0,100000.0,12000000.0,534934.0,5.0,300000.0,2,4.5,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.04457783333333333,2400000.0
313,2014,3.0,1500000.0,12000000.0,11603968.125,25.0,150000.0,14,3.0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,0.96699734375,480000.0
314,2015,5.0,300000.0,12000000.0,0.0,25.0,150000.0,12,3.8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0.0,480000.0
315,2022,2.0,300000.0,5000000.0,534934.0,25.0,90000.0,10,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.1069868,200000.0
316,2020,5.0,100000.0,12000000.0,0.0,50.0,150000.0,5,3.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,240000.0
317,2021,3.0,300000.0,1000000.0,0.0,3.0,150000.0,9,1.5,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,333333.3333333333
318,2023,1.0,300000.0,1000000.0,534934.0,300.0,40000.0,10,3.8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.534934,3333.3333333333335
319,2012,4.0,800000.0,12000000.0,11603968.125,25.0,150000.0,6,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,0.96699734375,480000.0
320,2020,1.0,800000.0,1000000.0,11603968.125,3.0,150000.0,2,2.3,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,11.603968125,333333.3333333333
321,2010,1.0,50000.0,12000000.0,534934.0,300.0,40000.0,15,1.5,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,0.04457783333333333,40000.0
322,2023,3.0,100000.0,1000000.0,534934.0,25.0,300000.0,3,1.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.534934,40000.0
323,2023,1.0,100000.0,1000000.0,3916378.0,25.0,300000.0,1,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,3.916378,40000.0
324,2023,3.0,300000.0,5000000.0,534934.0,25.0,150000.0,4,2.3,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,0.1069868,200000.0
325,2019,3.0,800000.0,5000000.0,0.0,25.0,90000.0,9,3.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.0,200000.0
326,2019,2.0,300000.0,1000000.0,0.0,120.0,40000.0,1,3.0,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0,8333.333333333334
327,2010,3.0,50000.0,1000000.0,534934.0,25.0,300000.0,10,4.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.534934,40000.0
328,2023,4.0,300000.0,5000000.0,0.0,3.0,150000.0,4,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,1666666.6666666667
329,2021,3.0,100000.0,1000000.0,3737119.0,120.0,150000.0,13,3.8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,3.737119,8333.333333333334
330,2022,2.0,800000.0,200000.0,534934.0,10.0,150000.0,5,3.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.67467,20000.0
331,2022,1.0,300000.0,12000000.0,0.0,25.0,150000.0,13,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,480000.0
332,2022,1.0,800000.0,1000000.0,0.0,50.0,150000.0,3,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,0.0,20000.0
333,2015,3.0,1500000.0,200000.0,0.0,25.0,150000.0,4,3.8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,8000.0
334,2023,4.0,800000.0,12000000.0,534934.0,25.0,150000.0,10,3.8,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.04457783333333333,480000.0
335,2011,3.0,100000.0,1000000.0,0.0,300.0,40000.0,4,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0,3333.3333333333335
336,2011,1.0,300000.0,1000000.0,534934.0,50.0,90000.0,11,3.0,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.534934,20000.0
337,2014,3.0,1500000.0,200000.0,5859486.0,25.0,150000.0,7,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,29.29743,8000.0
338,2022,1.0,300000.0,1000000.0,0.0,10.0,40000.0,1,2.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,100000.0
339,2013,4.0,1500000.0,200000.0,0.0,50.0,40000.0,8,3.8,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,4000.0
340,2010,1.0,100000.0,1000000.0,11603968.125,10.0,150000.0,13,1.5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,11.603968125,100000.0
341,2010,3.0,300000.0,1000000.0,0.0,3.0,300000.0,15,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,333333.3333333333
342,2022,3.0,300000.0,1000000.0,0.0,10.0,150000.0,15,4.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.0,100000.0
343,2014,3.0,50000.0,1000000.0,11603968.125,300.0,40000.0,10,3.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11.603968125,3333.3333333333335
344,2022,2.0,300000.0,1000000.0,534934.0,10.0,90000.0,4,2.3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0.534934,100000.0
345,2011,3.0,50000.0,1000000.0,0.0,3.0,150000.0,3,4.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,0.0,333333.3333333333
346,2012,5.0,300000.0,200000.0,534934.0,5.0,300000.0,1,3.8,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2.67467,40000.0
347,2016,2.0,300000.0,5000000.0,11603968.125,25.0,150000.0,10,1.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,2.320793625,200000.0
348,2015,2.0,300000.0,200000.0,6549974.0,25.0,150000.0,5,3.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,32.74987,8000.0
349,2016,3.0,300000.0,12000000.0,534934.0,5.0,90000.0,7,3.8,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.04457783333333333,2400000.0
350,2017,4.0,1500000.0,12000000.0,534934.0,120.0,300000.0,9,4.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,0.04457783333333333,100000.0
351,2023,3.0,100000.0,12000000.0,11603968.125,300.0,150000.0,9,3.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,0.96699734375,40000.0
352,2023,1.0,100000.0,1000000.0,534934.0,25.0,90000.0,10,2.3,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,0.534934,40000.0
353,2012,2.0,1500000.0,200000.0,534934.0,10.0,150000.0,11,3.8,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2.67467,20000.0
354,2013,5.0,50000.0,5000000.0,11603968.125,300.0,40000.0,9,4.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,2.320793625,16666.666666666668
355,2017,3.0,300000.0,12000000.0,0.0,300.0,40000.0,3,3.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,40000.0
356,2023,4.0,1500000.0,1000000.0,0.0,300.0,300000.0,12,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,3333.3333333333335
357,2018,1.0,50000.0,1000000.0,0.0,300.0,150000.0,8,3.0,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0.0,3333.3333333333335
358,2010,5.0,800000.0,12000000.0,0.0,120.0,40000.0,9,1.5,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,0.0,100000.0
359,2013,2.0,300000.0,1000000.0,11603968.125,3.0,150000.0,7,3.0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,11.603968125,333333.3333333333
360,2011,4.0,300000.0,1000000.0,0.0,3.0,90000.0,6,4.5,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,333333.3333333333
361,2023,5.0,1500000.0,5000000.0,3332757.0,3.0,150000.0,4,1.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.6665514,1666666.6666666667
362,2014,3.0,50000.0,5000000.0,10146698.0,10.0,90000.0,13,2.3,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,2.0293396,500000.0
363,2020,5.0,800000.0,200000.0,534934.0,3.0,150000.0,3,1.5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,2.67467,66666.66666666667
364,2017,2.0,300000.0,12000000.0,0.0,25.0,150000.0,11,1.5,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,0.0,480000.0
365,2022,3.0,1500000.0,200000.0,11603968.125,3.0,40000.0,11,2.3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,58.019840625,66666.66666666667
366,2010,3.0,50000.0,200000.0,0.0,50.0,40000.0,4,3.0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,4000.0
367,2017,3.0,1500000.0,1000000.0,10153689.0,3.0,90000.0,12,3.8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,10.153689,333333.3333333333
368,2018,4.0,1500000.0,1000000.0,11603968.125,300.0,150000.0,5,3.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,11.603968125,3333.3333333333335
369,2019,3.0,100000.0,1000000.0,0.0,300.0,150000.0,8,1.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,3333.3333333333335
370,2016,4.0,1500000.0,1000000.0,0.0,10.0,150000.0,10,3.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,0.0,100000.0
371,2017,3.0,300000.0,1000000.0,11603968.125,25.0,40000.0,14,4.5,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11.603968125,40000.0
372,2012,3.0,50000.0,200000.0,11603968.125,10.0,150000.0,12,3.8,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,58.019840625,20000.0
373,2012,1.0,100000.0,5000000.0,0.0,5.0,300000.0,14,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,0.0,1000000.0
374,2012,3.0,300000.0,200000.0,11603968.125,120.0,90000.0,5,3.0,0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,58.019840625,1666.6666666666667
375,2022,5.0,800000.0,1000000.0,11603968.125,25.0,150000.0,5,2.3,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,11.603968125,40000.0
376,2023,4.0,50000.0,1000000.0,9680494.0,50.0,40000.0,8,3.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.680494,20000.0
377,2022,4.0,300000.0,1000000.0,0.0,10.0,300000.0,6,3.8,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,0.0,100000.0
378,2021,5.0,50000.0,5000000.0,0.0,25.0,300000.0,1,2.3,1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.0,200000.0
379,2017,2.0,800000.0,1000000.0,0.0,50.0,150000.0,1,1.5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,0.0,20000.0
380,2017,2.0,100000.0,1000000.0,534934.0,25.0,150000.0,2,3.0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.534934,40000.0
381,2021,2.0,300000.0,12000000.0,0.0,300.0,150000.0,10,1.5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,40000.0
382,2010,5.0,1500000.0,12000000.0,534934.0,3.0,300000.0,3,3.0,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,0.04457783333333333,4000000.0
383,2023,3.0,100000.0,5000000.0,11603968.125,25.0,90000.0,1,4.5,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,2.320793625,200000.0
384,2022,3.0,1500000.0,200000.0,0.0,25.0,150000.0,13,1.5,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,8000.0
385,2010,5.0,100000.0,200000.0,4290083.0,10.0,300000.0,13,2.3,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,21.450415,20000.0
386,2010,3.0,300000.0,1000000.0,0.0,25.0,300000.0,10,1.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.0,40000.0
387,2021,3.0,300000.0,1000000.0,0.0,25.0,150000.0,14,3.0,1,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0.0,40000.0
388,2016,1.0,300000.0,1000000.0,11603968.125,25.0,40000.0,1,1.5,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,11.603968125,40000.0
389,2023,3.0,800000.0,12000000.0,0.0,120.0,90000.0,5,2.3,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,0.0,100000.0
390,2012,3.0,300000.0,200000.0,534934.0,50.0,40000.0,1,4.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,2.67467,4000.0
391,2015,1.0,800000.0,200000.0,0.0,3.0,150000.0,8,1.5,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.0,66666.66666666667
392,2018,1.0,100000.0,1000000.0,11603968.125,5.0,150000.0,5,3.0,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,11.603968125,200000.0
393,2018,3.0,300000.0,12000000.0,534934.0,5.0,150000.0,6,3.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.04457783333333333,2400000.0
394,2014,3.0,800000.0,1000000.0,534934.0,120.0,40000.0,14,3.8,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,0.534934,8333.333333333334
395,2021,1.0,300000.0,1000000.0,11603968.125,25.0,40000.0,12,4.5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.603968125,40000.0
396,2013,1.0,300000.0,5000000.0,0.0,300.0,300000.0,9,1.5,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,16666.666666666668
397,2022,4.0,100000.0,200000.0,2037925.0,120.0,40000.0,12,2.3,0,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,10.189625,1666.6666666666667
398,2010,3.0,800000.0,200000.0,534934.0,25.0,90000.0,9,3.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.67467,8000.0
399,2015,5.0,1500000.0,1000000.0,534934.0,25.0,300000.0,4,4.5,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.534934,40000.0
400,2011,3.0,800000.0,1000000.0,0.0,3.0,40000.0,6,3.8,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,333333.3333333333
401,2022,3.0,300000.0,200000.0,11603968.125,25.0,300000.0,11,3.8,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,58.019840625,8000.0
402,2015,3.0,100000.0,200000.0,534934.0,3.0,150000.0,8,4.5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,2.67467,66666.66666666667
403,2019,3.0,50000.0,12000000.0,0.0,10.0,300000.0,14,1.5,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,1200000.0
404,2014,3.0,300000.0,200000.0,8277625.0,5.0,150000.0,9,2.3,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,41.388125,40000.0
405,2017,3.0,800000.0,5000000.0,534934.0,300.0,300000.0,10,4.5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.1069868,16666.666666666668
406,2019,1.0,1500000.0,1000000.0,7395984.0,25.0,300000.0,2,2.3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,7.395984,40000.0
407,2014,1.0,100000.0,1000000.0,11603968.125,3.0,150000.0,7,1.5,1,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,11.603968125,333333.3333333333
408,2023,2.0,300000.0,5000000.0,0.0,10.0,150000.0,5,3.8,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0.0,500000.0
409,2023,5.0,100000.0,5000000.0,11603968.125,25.0,150000.0,10,1.5,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,2.320793625,200000.0
