startup_id,startup_name,industry,country,founding_year,founders_count,initial_funding_usd,total_funding_usd,revenue_last_year_usd,employee_count,burn_rate_usd,market_competition,years_operated,customer_rating,reason_for_failure,status
S01270,Startup_1270,SaaS,India,2022,,,1000000.0,-100000.0,50.0,90000.0,low,14,3.0,,Success
S01271,Startup_1271,FoodTech,india,2013,4.0,300000.0,1000000.0,-100000.0,10.0,150000.0,Medium,6,3.8,Cash flow issues,Success
S01272,Startup_1272,FinTech,USA,2014,4.0,100000.0,1000000.0,-100000.0,5.0,90000.0,low,1,1.5,Founder conflict,failed
S01273,Startup_1273,HealthTech,U.S.A,2023,2.0,800000.0,,,,90000.0,Medium,1,2.3,Cash flow issues,Failed
S01274,Startup_1274,HealthTech,India,2017,2.0,100000.0,200000.0,23430430.0,5.0,,Medium,15,4.5,,Success
S01275,Startup_1275,Health Tech,Germany,2014,,100000.0,12000000.0,,50.0,300000.0,High,5,4.5,Cash flow issues,Failed
S01276,Startup_1276,Health Tech,India,2020,1.0,1500000.0,,,10.0,,Medium,4,4.5,Strong competition,Success
S01277,Startup_1277,EdTech,india,2011,2.0,1500000.0,200000.0,,50.0,300000.0,high,1,,Cash flow issues,failed
S01278,Startup_1278,Agritech,Germany,2023,,800000.0,12000000.0,,300.0,150000.0,Medium,10,1.5,Poor financial planning,Failed
S01279,Startup_1279,HealthTech,Germany,2013,1.0,50000.0,200000.0,13300664.0,10.0,40000.0,high,8,3.0,Bad marketing,failed
S01280,Startup_1280,FinTech,Canada,2011,4.0,1500000.0,,9396503.0,25.0,40000.0,high,2,2.3,Strong competition,Success
S01281,Startup_1281,E commerce,U.S.A,2019,,1500000.0,,-100000.0,3.0,90000.0,Medium,13,3.8,Lack of market demand,failed
S01282,Startup_1282,Health Tech,U.S.A,2022,4.0,100000.0,,-100000.0,120.0,90000.0,High,5,3.0,Cash flow issues,failed
S01283,Startup_1283,Ed-tech,India,2020,,800000.0,200000.0,-100000.0,120.0,90000.0,high,15,4.5,Strong competition,failed
S01284,Startup_1284,Agritech,UK,2019,1.0,300000.0,,-100000.0,300.0,150000.0,Medium,6,3.0,Strong competition,failed
S01285,Startup_1285,SaaS,Australia,2010,5.0,100000.0,1000000.0,11940435.0,10.0,40000.0,high,4,3.0,Founder conflict,Failed
S01286,Startup_1286,FinTech,U.S.A,2014,5.0,800000.0,5000000.0,,25.0,90000.0,low,10,1.5,Poor financial planning,Failed
S01287,Startup_1287,Agritech,india,2012,,1500000.0,200000.0,,3.0,,High,14,3.8,Bad marketing,Success
S01288,Startup_1288,Transport,U.S.A,2014,2.0,,5000000.0,-100000.0,10.0,300000.0,Medium,14,,,Success
S01289,Startup_1289,Transport,india,2018,,100000.0,1000000.0,4934760.0,50.0,300000.0,Low,5,3.8,Poor financial planning,Success
S01290,Startup_1290,FoodTech,Australia,2022,2.0,300000.0,1000000.0,-100000.0,50.0,300000.0,High,6,4.5,Founder conflict,Success
S01291,Startup_1291,HealthTech,Canada,2020,4.0,1500000.0,1000000.0,29818299.0,,40000.0,Medium,10,3.8,,Success
S01292,Startup_1292,E commerce,Canada,2023,4.0,300000.0,1000000.0,-100000.0,3.0,,high,6,2.3,Poor financial planning,Failed
S01293,Startup_1293,Ed-tech,Germany,2011,5.0,50000.0,,,300.0,40000.0,Medium,6,2.3,Cash flow issues,Failed
S01294,Startup_1294,EdTech,Germany,2020,4.0,1500000.0,200000.0,,120.0,90000.0,low,13,3.0,Strong competition,failed
S01295,Startup_1295,FinTech,Australia,2011,2.0,300000.0,200000.0,-100000.0,3.0,300000.0,Low,11,,High burn rate,Success
S01296,Startup_1296,SaaS,U.S.A,2011,5.0,50000.0,5000000.0,17923735.0,3.0,40000.0,Low,5,3.8,Founder conflict,failed
S01297,Startup_1297,Transport,india,2021,3.0,800000.0,12000000.0,-100000.0,3.0,,low,11,4.5,,failed
S01298,Startup_1298,Transport,india,2011,5.0,800000.0,1000000.0,,3.0,150000.0,Low,5,2.3,,Failed
S01299,Startup_1299,Fintech,India,2019,5.0,300000.0,200000.0,,300.0,300000.0,Low,4,,Founder conflict,Failed
S01300,Startup_1300,Ecommerce,India,2012,3.0,800000.0,,,120.0,90000.0,Medium,11,3.0,Bad marketing,Success
S01301,Startup_1301,Fintech,Canada,2012,1.0,1500000.0,1000000.0,-100000.0,5.0,300000.0,low,4,3.0,Regulatory issues,Failed
S01302,Startup_1302,RealEstate,U.S.A,2023,4.0,,,,5.0,90000.0,high,7,3.8,Bad marketing,Success
S01303,Startup_1303,EdTech,Germany,2016,,50000.0,5000000.0,-100000.0,120.0,,Medium,10,,Founder conflict,Success
S01304,Startup_1304,SaaS,U.S.A,2022,3.0,300000.0,1000000.0,,,40000.0,low,3,3.8,Lack of market demand,Success
S01305,Startup_1305,Transport,india,2010,3.0,50000.0,5000000.0,28262557.0,3.0,300000.0,Medium,12,2.3,Strong competition,Failed
S01306,Startup_1306,Ecommerce,USA,2011,4.0,,5000000.0,-100000.0,5.0,,low,13,1.5,Founder conflict,failed
S01307,Startup_1307,EdTech,U.S.A,2014,1.0,,5000000.0,,25.0,90000.0,high,15,4.5,Strong competition,Failed
S01308,Startup_1308,Energy,India,2021,2.0,100000.0,12000000.0,,120.0,90000.0,Medium,8,3.0,Founder conflict,Failed
S01309,Startup_1309,EdTech,UK,2015,,1500000.0,12000000.0,,25.0,,High,12,4.5,Strong competition,Success
S01310,Startup_1310,Transport,Canada,2011,4.0,800000.0,,-100000.0,25.0,300000.0,Medium,15,1.5,,Success
S01311,Startup_1311,Ed-tech,USA,2022,1.0,300000.0,1000000.0,,300.0,90000.0,Low,11,,Lack of market demand,Success
S01312,Startup_1312,Ecommerce,Canada,2017,2.0,,,-100000.0,5.0,300000.0,low,11,,Strong competition,Failed
S01313,Startup_1313,AI,India,2019,,100000.0,200000.0,,50.0,40000.0,High,8,3.8,Poor financial planning,failed
S01314,Startup_1314,Health Tech,Australia,2011,2.0,,200000.0,-100000.0,10.0,300000.0,Medium,15,,Lack of market demand,Failed
S01315,Startup_1315,Energy,India,2021,1.0,,5000000.0,-100000.0,50.0,,Medium,7,2.3,Strong competition,Success
S01316,Startup_1316,Ed-tech,Germany,2019,2.0,1500000.0,,,10.0,40000.0,high,14,3.0,Bad marketing,Failed
S01317,Startup_1317,RealEstate,Germany,2014,,300000.0,200000.0,,120.0,150000.0,high,14,4.5,,Failed
S01318,Startup_1318,Health Tech,USA,2018,3.0,1500000.0,200000.0,,,,low,9,2.3,Lack of market demand,failed
S01319,Startup_1319,Health Tech,U.S.A,2013,5.0,50000.0,5000000.0,52548.0,50.0,150000.0,Low,14,3.8,,Success
S01320,Startup_1320,FoodTech,Canada,2011,4.0,,200000.0,28978362.0,50.0,40000.0,Low,4,4.5,,failed
S01321,Startup_1321,Fintech,india,2017,1.0,,1000000.0,-100000.0,10.0,40000.0,high,9,4.5,Founder conflict,Success
S01322,Startup_1322,AI,Australia,2017,5.0,50000.0,5000000.0,21200179.0,120.0,90000.0,low,5,3.8,Founder conflict,failed
S01323,Startup_1323,Health Tech,Germany,2019,4.0,50000.0,,,50.0,90000.0,High,6,1.5,,Failed
S01324,Startup_1324,Transport,Germany,2012,4.0,300000.0,5000000.0,,5.0,150000.0,high,4,3.8,,failed
S01325,Startup_1325,RealEstate,U.S.A,2018,,100000.0,200000.0,5638121.0,10.0,90000.0,Low,5,3.0,Strong competition,failed
S01326,Startup_1326,Fintech,Canada,2018,4.0,100000.0,200000.0,-100000.0,5.0,,low,7,3.8,Lack of market demand,failed
S01327,Startup_1327,E commerce,U.S.A,2013,1.0,50000.0,12000000.0,,,150000.0,high,6,1.5,Strong competition,Success
S01328,Startup_1328,RealEstate,Australia,2013,3.0,300000.0,1000000.0,-100000.0,50.0,,high,9,1.5,,Success
S01329,Startup_1329,E commerce,USA,2022,1.0,300000.0,12000000.0,,120.0,90000.0,high,4,,Lack of market demand,Success
S01330,Startup_1330,Travel,India,2012,4.0,50000.0,,6156317.0,120.0,90000.0,high,14,,Poor financial planning,Success
S01331,Startup_1331,SaaS,Canada,2015,3.0,50000.0,1000000.0,-100000.0,10.0,,Medium,3,3.8,Bad marketing,Failed
S01332,Startup_1332,Energy,U.S.A,2016,,50000.0,,6397665.0,50.0,300000.0,high,3,2.3,Regulatory issues,Failed
S01333,Startup_1333,FoodTech,India,2012,3.0,800000.0,12000000.0,10372049.0,25.0,90000.0,Medium,4,,Cash flow issues,Failed
S01334,Startup_1334,Agritech,UK,2018,3.0,100000.0,12000000.0,8072631.0,120.0,40000.0,High,14,4.5,Founder conflict,failed
S01335,Startup_1335,Ecommerce,India,2010,5.0,,12000000.0,14325435.0,25.0,150000.0,High,13,1.5,Lack of market demand,Failed
S01336,Startup_1336,RealEstate,U.S.A,2015,4.0,1500000.0,5000000.0,,120.0,300000.0,low,1,3.8,,failed
S01337,Startup_1337,Travel,U.S.A,2019,1.0,300000.0,,1193665.0,,90000.0,High,8,,Founder conflict,Failed
S01338,Startup_1338,FoodTech,UK,2015,4.0,100000.0,1000000.0,-100000.0,25.0,150000.0,low,7,2.3,Lack of market demand,failed
S01339,Startup_1339,SaaS,india,2023,1.0,1500000.0,5000000.0,,3.0,150000.0,Medium,4,,,Failed
S01340,Startup_1340,Energy,Germany,2022,5.0,50000.0,200000.0,24828547.0,50.0,40000.0,Medium,4,2.3,Strong competition,failed
S01341,Startup_1341,Agritech,U.S.A,2019,1.0,300000.0,12000000.0,8682517.0,5.0,90000.0,low,4,3.0,,failed
S01342,Startup_1342,Transport,UK,2010,2.0,100000.0,1000000.0,-100000.0,,300000.0,high,3,4.5,Regulatory issues,Success
S01343,Startup_1343,RealEstate,UK,2022,5.0,1500000.0,200000.0,-100000.0,25.0,90000.0,Low,6,4.5,Cash flow issues,Failed
S01344,Startup_1344,AI,Germany,2015,2.0,100000.0,12000000.0,,,40000.0,Low,7,,,Success
S01345,Startup_1345,Fintech,U.S.A,2020,,50000.0,5000000.0,-100000.0,50.0,,high,11,1.5,Lack of market demand,failed
S01346,Startup_1346,Energy,india,2022,5.0,800000.0,,-100000.0,5.0,,low,13,3.0,Strong competition,failed
S01347,Startup_1347,EdTech,Canada,2021,3.0,1500000.0,1000000.0,16927813.0,300.0,150000.0,low,11,4.5,High burn rate,failed
S01348,Startup_1348,Energy,U.S.A,2019,5.0,,5000000.0,29132272.0,5.0,90000.0,high,4,1.5,Poor financial planning,failed
S01349,Startup_1349,Agritech,U.S.A,2012,4.0,100000.0,,5361547.0,120.0,300000.0,High,11,,Founder conflict,Failed
S01350,Startup_1350,E commerce,Australia,2013,,300000.0,5000000.0,-100000.0,120.0,,high,14,1.5,,Success
S01351,Startup_1351,Fintech,Canada,2023,2.0,,200000.0,12380195.0,120.0,150000.0,Medium,2,3.0,High burn rate,failed
S01352,Startup_1352,Fintech,USA,2016,1.0,100000.0,,12594124.0,,40000.0,low,5,2.3,High burn rate,Success
S01353,Startup_1353,Ed-tech,Australia,2022,5.0,300000.0,1000000.0,-100000.0,50.0,300000.0,low,1,3.0,Cash flow issues,failed
S01354,Startup_1354,EdTech,UK,2016,3.0,100000.0,1000000.0,14930494.0,10.0,300000.0,High,3,1.5,Poor financial planning,failed
S01355,Startup_1355,Transport,Australia,2019,1.0,100000.0,,24671645.0,50.0,,Low,13,2.3,High burn rate,Failed
S01356,Startup_1356,Agritech,india,2022,2.0,100000.0,200000.0,4551951.0,50.0,300000.0,Medium,4,,Poor financial planning,Success
S01357,Startup_1357,HealthTech,U.S.A,2023,2.0,100000.0,,-100000.0,,,high,12,4.5,Strong competition,Failed
S01358,Startup_1358,Ecommerce,U.S.A,2012,,100000.0,5000000.0,-100000.0,120.0,,high,2,,Lack of market demand,Success
S01359,Startup_1359,Ecommerce,Canada,2020,,800000.0,1000000.0,20224106.0,25.0,,High,10,3.0,Poor financial planning,Failed
S01360,Startup_1360,Transport,U.S.A,2023,3.0,100000.0,,27979849.0,50.0,90000.0,High,15,,Regulatory issues,Success
S01361,Startup_1361,FinTech,India,2020,2.0,50000.0,5000000.0,26257590.0,10.0,300000.0,High,7,,,Failed
S01362,Startup_1362,Health Tech,USA,2018,5.0,100000.0,1000000.0,7129293.0,,,low,12,2.3,Bad marketing,Success
S01363,Startup_1363,SaaS,USA,2016,,,1000000.0,-100000.0,10.0,150000.0,Medium,10,3.8,Regulatory issues,failed
S01364,Startup_1364,Fintech,Germany,2010,3.0,50000.0,12000000.0,,300.0,150000.0,high,2,3.0,High burn rate,failed
S01365,Startup_1365,SaaS,Canada,2016,,800000.0,12000000.0,911450.0,,90000.0,high,15,,,Success
S01366,Startup_1366,AI,Canada,2022,5.0,1500000.0,200000.0,,,300000.0,high,13,3.8,Founder conflict,Failed
S01367,Startup_1367,FinTech,U.S.A,2016,,300000.0,,22949310.0,25.0,40000.0,high,2,4.5,Poor financial planning,Success
S01368,Startup_1368,FoodTech,UK,2019,4.0,100000.0,,24020031.0,,40000.0,Low,5,3.0,Founder conflict,failed
S01369,Startup_1369,Transport,india,2018,3.0,50000.0,1000000.0,,5.0,,low,2,4.5,Regulatory issues,Failed
S01370,Startup_1370,E commerce,UK,2022,1.0,,5000000.0,12057746.0,5.0,300000.0,Medium,15,1.5,Lack of market demand,failed
S01371,Startup_1371,Agritech,india,2023,3.0,50000.0,,-100000.0,3.0,300000.0,high,9,3.0,Strong competition,failed
S01372,Startup_1372,Energy,Canada,2018,3.0,50000.0,,2561264.0,300.0,150000.0,High,9,3.0,High burn rate,failed
S01373,Startup_1373,Ecommerce,Germany,2016,3.0,,,-100000.0,25.0,,high,7,4.5,Regulatory issues,failed
S01374,Startup_1374,Ecommerce,UK,2020,,300000.0,5000000.0,26924495.0,,90000.0,Medium,9,,Bad marketing,Failed
S01375,Startup_1375,HealthTech,india,2019,4.0,,,,120.0,300000.0,low,2,1.5,Poor financial planning,Success
S01376,Startup_1376,Energy,Canada,2015,5.0,1500000.0,1000000.0,-100000.0,10.0,150000.0,High,6,3.8,Bad marketing,Failed
S01377,Startup_1377,RealEstate,India,2010,2.0,100000.0,,16977064.0,50.0,300000.0,low,15,1.5,Cash flow issues,Success
S01378,Startup_1378,SaaS,USA,2020,3.0,100000.0,12000000.0,7784253.0,50.0,40000.0,High,14,1.5,High burn rate,Failed
S01379,Startup_1379,HealthTech,USA,2014,2.0,1500000.0,5000000.0,28400617.0,120.0,90000.0,high,15,1.5,Founder conflict,Success
S01380,Startup_1380,FoodTech,Australia,2022,1.0,1500000.0,5000000.0,-100000.0,300.0,150000.0,Medium,2,2.3,Bad marketing,Success
S01381,Startup_1381,Ed-tech,UK,2022,1.0,50000.0,1000000.0,,300.0,300000.0,low,10,3.8,Founder conflict,Success
S01382,Startup_1382,RealEstate,USA,2015,,100000.0,1000000.0,21757779.0,120.0,150000.0,High,11,1.5,,Success
S01383,Startup_1383,Ed-tech,india,2011,5.0,1500000.0,12000000.0,-100000.0,300.0,90000.0,Medium,13,3.8,,Failed
S01384,Startup_1384,SaaS,india,2013,2.0,800000.0,200000.0,4665804.0,300.0,40000.0,low,7,,Founder conflict,Success
S01385,Startup_1385,Fintech,Australia,2016,3.0,300000.0,200000.0,3645453.0,300.0,90000.0,high,7,3.8,High burn rate,Failed
S01386,Startup_1386,E commerce,Germany,2010,,300000.0,,15080250.0,,40000.0,High,14,2.3,Lack of market demand,Success
S01387,Startup_1387,FoodTech,india,2023,,100000.0,1000000.0,,300.0,40000.0,Low,13,1.5,Founder conflict,Failed
S01388,Startup_1388,FinTech,USA,2012,,800000.0,5000000.0,-100000.0,,,High,4,3.0,Cash flow issues,Success
S01389,Startup_1389,Travel,india,2013,1.0,1500000.0,5000000.0,,,150000.0,Low,8,3.0,High burn rate,Failed
S01390,Startup_1390,FoodTech,USA,2012,,,,6401116.0,300.0,40000.0,high,15,3.0,Founder conflict,Failed
S01391,Startup_1391,E commerce,india,2011,,,1000000.0,10172237.0,,90000.0,high,9,,Bad marketing,Failed
S01392,Startup_1392,FoodTech,USA,2023,3.0,100000.0,1000000.0,,50.0,40000.0,low,2,4.5,Poor financial planning,Success
S01393,Startup_1393,Transport,Germany,2017,3.0,50000.0,5000000.0,,50.0,90000.0,low,5,1.5,Bad marketing,failed
S01394,Startup_1394,Agritech,USA,2023,5.0,300000.0,200000.0,8900118.0,25.0,40000.0,low,9,2.3,Regulatory issues,failed
S01395,Startup_1395,SaaS,Canada,2012,2.0,800000.0,1000000.0,,120.0,90000.0,low,2,2.3,High burn rate,failed
S01396,Startup_1396,Ecommerce,USA,2019,4.0,300000.0,1000000.0,,10.0,90000.0,low,8,2.3,,failed
S01397,Startup_1397,AI,USA,2012,3.0,800000.0,5000000.0,-100000.0,3.0,,Low,10,1.5,Founder conflict,Failed
S01398,Startup_1398,FinTech,UK,2021,5.0,50000.0,,-100000.0,,150000.0,low,6,3.8,Strong competition,failed
S01399,Startup_1399,Fintech,Canada,2021,,300000.0,12000000.0,-100000.0,25.0,,high,8,1.5,Lack of market demand,Failed
S01400,Startup_1400,EdTech,India,2018,5.0,1500000.0,12000000.0,-100000.0,50.0,,low,15,2.3,Poor financial planning,failed
S01401,Startup_1401,E commerce,UK,2012,3.0,300000.0,5000000.0,-100000.0,25.0,300000.0,low,10,2.3,Cash flow issues,Success
S01402,Startup_1402,Transport,india,2020,1.0,50000.0,12000000.0,-100000.0,120.0,,Medium,11,2.3,High burn rate,failed
S01403,Startup_1403,EdTech,India,2010,,800000.0,12000000.0,2219399.0,50.0,40000.0,low,8,3.8,Bad marketing,Success
S01404,Startup_1404,RealEstate,USA,2012,3.0,300000.0,,,25.0,40000.0,Medium,12,,Strong competition,Failed
S01405,Startup_1405,Agritech,U.S.A,2018,,800000.0,200000.0,,,300000.0,High,6,3.0,Cash flow issues,Success
S01406,Startup_1406,AI,U.S.A,2010,5.0,300000.0,,-100000.0,50.0,,Low,11,,Cash flow issues,failed
S01407,Startup_1407,AI,UK,2012,3.0,100000.0,,-100000.0,50.0,150000.0,Low,13,3.0,,Success
S01408,Startup_1408,HealthTech,India,2019,4.0,800000.0,5000000.0,,50.0,40000.0,high,13,3.0,Cash flow issues,Failed
S01409,Startup_1409,E commerce,U.S.A,2018,4.0,,,21971867.0,,150000.0,High,5,3.0,Bad marketing,Success
S01410,Startup_1410,Fintech,Australia,2016,,1500000.0,12000000.0,,10.0,40000.0,Low,8,3.0,,failed
S01411,Startup_1411,Fintech,India,2023,4.0,300000.0,200000.0,24442045.0,5.0,300000.0,Medium,10,4.5,Cash flow issues,Success
S01412,Startup_1412,Agritech,Germany,2020,5.0,100000.0,,-100000.0,120.0,150000.0,high,7,1.5,Cash flow issues,failed
S01413,Startup_1413,Transport,Australia,2018,2.0,800000.0,200000.0,28097558.0,50.0,150000.0,Low,12,3.0,,Success
S01414,Startup_1414,Health Tech,India,2012,1.0,50000.0,12000000.0,6161922.0,10.0,150000.0,High,7,3.8,Poor financial planning,Failed
S01415,Startup_1415,Ecommerce,Germany,2010,3.0,50000.0,200000.0,-100000.0,10.0,150000.0,Low,2,3.8,Strong competition,Success
S01416,Startup_1416,EdTech,india,2016,2.0,800000.0,1000000.0,9964342.0,3.0,40000.0,Low,5,4.5,Regulatory issues,Success
S01417,Startup_1417,HealthTech,Canada,2010,3.0,,200000.0,-100000.0,,300000.0,Medium,9,3.0,High burn rate,Success
S01418,Startup_1418,RealEstate,Australia,2021,1.0,100000.0,200000.0,,300.0,300000.0,Low,4,3.8,Lack of market demand,failed
S01419,Startup_1419,SaaS,Australia,2012,1.0,50000.0,,8048560.0,120.0,150000.0,Low,8,3.8,High burn rate,failed
S01420,Startup_1420,Health Tech,Canada,2011,3.0,800000.0,200000.0,3893667.0,25.0,150000.0,Medium,6,1.5,High burn rate,failed
S01421,Startup_1421,Ed-tech,UK,2012,4.0,100000.0,1000000.0,,300.0,150000.0,Low,12,,Cash flow issues,Failed
S01422,Startup_1422,EdTech,Germany,2018,1.0,1500000.0,1000000.0,-100000.0,25.0,150000.0,low,15,2.3,Regulatory issues,Success
S01423,Startup_1423,Energy,India,2012,4.0,300000.0,200000.0,24519505.0,,150000.0,High,8,4.5,High burn rate,failed
S01424,Startup_1424,Ed-tech,India,2012,1.0,800000.0,,,10.0,300000.0,Medium,7,4.5,High burn rate,Success
S01425,Startup_1425,Energy,Australia,2018,3.0,1500000.0,1000000.0,,5.0,,low,10,4.5,High burn rate,Failed
S01426,Startup_1426,SaaS,Germany,2010,5.0,300000.0,,-100000.0,,150000.0,Low,5,4.5,High burn rate,Failed
S01427,Startup_1427,HealthTech,UK,2016,5.0,,,,120.0,40000.0,Low,15,2.3,,Failed
S01428,Startup_1428,EdTech,India,2017,2.0,100000.0,1000000.0,1276760.0,3.0,,Low,8,4.5,,Failed
S01429,Startup_1429,EdTech,India,2010,1.0,,5000000.0,,3.0,40000.0,Low,10,3.8,Cash flow issues,Failed
S01430,Startup_1430,HealthTech,Canada,2023,2.0,800000.0,12000000.0,23975235.0,10.0,150000.0,high,11,3.8,Lack of market demand,Success
S01431,Startup_1431,Health Tech,USA,2018,4.0,100000.0,1000000.0,24046711.0,5.0,150000.0,Low,7,3.8,,failed
S01432,Startup_1432,FoodTech,UK,2018,2.0,300000.0,,2442672.0,120.0,,High,8,3.8,Lack of market demand,Failed
S01433,Startup_1433,E commerce,India,2023,1.0,300000.0,12000000.0,2916967.0,3.0,,low,6,2.3,Lack of market demand,Failed
S01434,Startup_1434,RealEstate,India,2022,1.0,,,-100000.0,25.0,90000.0,high,8,4.5,Bad marketing,Failed
S01435,Startup_1435,Agritech,USA,2023,,800000.0,,-100000.0,10.0,300000.0,High,1,2.3,Lack of market demand,Success
S01436,Startup_1436,Transport,India,2010,4.0,100000.0,1000000.0,725392.0,300.0,90000.0,high,7,1.5,High burn rate,Failed
S01437,Startup_1437,Ed-tech,USA,2016,1.0,800000.0,12000000.0,,,90000.0,Low,10,2.3,High burn rate,Failed
S01438,Startup_1438,E commerce,Germany,2021,1.0,100000.0,1000000.0,18170750.0,3.0,150000.0,High,1,4.5,Regulatory issues,Failed
S01439,Startup_1439,Ed-tech,india,2010,,,200000.0,12222641.0,,90000.0,high,8,3.0,,Success
S01440,Startup_1440,Travel,UK,2022,1.0,50000.0,,-100000.0,5.0,,Medium,1,3.0,Founder conflict,Failed
S01441,Startup_1441,FinTech,Germany,2015,1.0,50000.0,12000000.0,3818692.0,300.0,150000.0,Medium,6,1.5,Strong competition,Failed
S01442,Startup_1442,Health Tech,India,2011,1.0,,1000000.0,,120.0,150000.0,high,4,1.5,,Success
S01443,Startup_1443,FinTech,UK,2018,3.0,100000.0,200000.0,19697895.0,5.0,40000.0,High,12,3.0,High burn rate,Success
S01444,Startup_1444,Ecommerce,USA,2013,3.0,,5000000.0,28137459.0,,90000.0,low,14,3.8,Lack of market demand,Failed
S01445,Startup_1445,AI,UK,2013,3.0,1500000.0,,,,150000.0,Medium,3,1.5,Lack of market demand,Success
S01446,Startup_1446,EdTech,USA,2020,,,5000000.0,,,150000.0,Medium,4,4.5,,Failed
S01447,Startup_1447,E commerce,UK,2019,4.0,100000.0,12000000.0,26048437.0,3.0,90000.0,Low,12,1.5,Poor financial planning,failed
S01448,Startup_1448,Health Tech,UK,2010,2.0,50000.0,5000000.0,8103967.0,10.0,150000.0,Low,3,3.8,Strong competition,failed
S01449,Startup_1449,SaaS,UK,2010,2.0,1500000.0,200000.0,,10.0,90000.0,high,13,3.0,Lack of market demand,Failed
S01450,Startup_1450,Transport,UK,2018,1.0,50000.0,5000000.0,,3.0,90000.0,low,15,2.3,Strong competition,Success
S01451,Startup_1451,Health Tech,USA,2016,3.0,50000.0,5000000.0,27811300.0,120.0,150000.0,High,13,,Poor financial planning,Success
S01452,Startup_1452,Health Tech,U.S.A,2015,2.0,800000.0,,-100000.0,10.0,90000.0,Medium,14,3.0,,failed
S01453,Startup_1453,SaaS,India,2020,3.0,1500000.0,5000000.0,20866881.0,120.0,40000.0,low,12,3.8,Cash flow issues,Success
S01454,Startup_1454,AI,UK,2021,,,1000000.0,,120.0,90000.0,high,6,,Regulatory issues,Failed
S01455,Startup_1455,E commerce,USA,2015,4.0,,1000000.0,,300.0,,High,7,2.3,Regulatory issues,failed
S01456,Startup_1456,RealEstate,U.S.A,2020,1.0,,200000.0,-100000.0,3.0,40000.0,high,12,3.8,High burn rate,Failed
S01457,Startup_1457,Transport,India,2016,5.0,,1000000.0,,25.0,40000.0,low,9,1.5,Poor financial planning,Failed
S01458,Startup_1458,SaaS,Germany,2022,2.0,800000.0,,,5.0,,Medium,5,1.5,Regulatory issues,failed
S01459,Startup_1459,SaaS,UK,2022,4.0,,12000000.0,,5.0,90000.0,High,1,,High burn rate,failed
S01460,Startup_1460,FoodTech,U.S.A,2017,2.0,300000.0,1000000.0,-100000.0,5.0,90000.0,low,6,4.5,Strong competition,Failed
S01461,Startup_1461,EdTech,Canada,2021,4.0,50000.0,,11174584.0,,150000.0,low,12,,Bad marketing,Success
S01462,Startup_1462,EdTech,india,2021,,300000.0,12000000.0,,5.0,90000.0,Medium,15,4.5,Strong competition,failed
S01463,Startup_1463,Ed-tech,Germany,2020,3.0,1500000.0,5000000.0,25236562.0,50.0,40000.0,high,9,4.5,High burn rate,failed
S01464,Startup_1464,EdTech,Canada,2015,5.0,1500000.0,5000000.0,,120.0,90000.0,high,4,4.5,,Success
S01465,Startup_1465,HealthTech,USA,2014,3.0,,12000000.0,,50.0,,Medium,7,4.5,Cash flow issues,failed
S01466,Startup_1466,E commerce,U.S.A,2021,3.0,50000.0,12000000.0,-100000.0,,300000.0,Medium,11,2.3,,failed
S01467,Startup_1467,Agritech,UK,2022,,300000.0,1000000.0,-100000.0,3.0,40000.0,high,2,2.3,,failed
S01468,Startup_1468,AI,UK,2014,4.0,,200000.0,939135.0,,90000.0,Low,1,1.5,High burn rate,Failed
S01469,Startup_1469,RealEstate,U.S.A,2016,1.0,800000.0,1000000.0,,10.0,40000.0,Medium,10,,Lack of market demand,Failed
S01470,Startup_1470,E commerce,U.S.A,2012,3.0,800000.0,,22932581.0,25.0,150000.0,low,9,3.8,,Failed
S01471,Startup_1471,Energy,USA,2011,3.0,300000.0,12000000.0,29745555.0,3.0,,High,10,3.0,Regulatory issues,failed
S01472,Startup_1472,Agritech,Canada,2023,1.0,800000.0,,7309456.0,25.0,90000.0,low,12,2.3,Bad marketing,Failed
S01473,Startup_1473,SaaS,Germany,2016,,50000.0,200000.0,,50.0,40000.0,Medium,8,,Lack of market demand,Success
S01474,Startup_1474,FinTech,UK,2023,,800000.0,5000000.0,16230426.0,10.0,150000.0,high,10,3.8,Bad marketing,Success
S01475,Startup_1475,FinTech,U.S.A,2014,3.0,100000.0,5000000.0,21470978.0,120.0,90000.0,low,8,4.5,High burn rate,failed
S01476,Startup_1476,EdTech,Germany,2016,2.0,300000.0,,3996085.0,10.0,40000.0,Medium,9,1.5,Cash flow issues,failed
S01477,Startup_1477,EdTech,U.S.A,2022,,,200000.0,-100000.0,5.0,40000.0,high,9,4.5,Cash flow issues,Success
S01478,Startup_1478,Ecommerce,U.S.A,2020,,50000.0,,,,90000.0,High,5,2.3,Cash flow issues,failed
S01479,Startup_1479,RealEstate,india,2022,4.0,100000.0,200000.0,-100000.0,10.0,40000.0,High,8,3.0,Cash flow issues,failed
S01480,Startup_1480,Health Tech,U.S.A,2019,1.0,,1000000.0,,300.0,150000.0,low,11,1.5,High burn rate,Success
S01481,Startup_1481,E commerce,USA,2011,5.0,800000.0,1000000.0,-100000.0,5.0,40000.0,High,12,3.0,Bad marketing,Failed
S01482,Startup_1482,Energy,Germany,2021,2.0,50000.0,,,3.0,300000.0,low,8,2.3,Cash flow issues,failed
S01483,Startup_1483,FinTech,Canada,2013,3.0,100000.0,,7152111.0,5.0,,High,8,1.5,Founder conflict,failed
